seqnames	start	end	width	strand	protein_id	tx_id	exon_id	exon_rank	cds_ok	protein_start	protein_end
17	39700239	39700311	73	+	ENSP00000463714	ENST00000584450	ENSE00002731811	1	TRUE	1	1055
17	39706990	39707141	152	+	ENSP00000463714	ENST00000584450	ENSE00003474439	2	TRUE	1	1055
17	39708321	39708534	214	+	ENSP00000463714	ENST00000584450	ENSE00003653182	3	TRUE	1	1055
17	39709318	39709452	135	+	ENSP00000463714	ENST00000584450	ENSE00003648452	4	TRUE	1	1055
17	39709813	39709881	69	+	ENSP00000463714	ENST00000584450	ENSE00003663782	5	TRUE	1	1055
17	39710086	39710201	116	+	ENSP00000463714	ENST00000584450	ENSE00003605099	6	TRUE	1	1055
17	39710340	39710481	142	+	ENSP00000463714	ENST00000584450	ENSE00003679402	7	TRUE	1	1055
17	39711928	39712047	120	+	ENSP00000463714	ENST00000584450	ENSE00003572793	8	TRUE	1	1055
17	39712322	39712448	127	+	ENSP00000463714	ENST00000584450	ENSE00003610105	9	TRUE	1	1055
17	39715286	39715359	74	+	ENSP00000463714	ENST00000584450	ENSE00003530664	10	TRUE	1	1055
17	39715446	39715536	91	+	ENSP00000463714	ENST00000584450	ENSE00003523294	11	TRUE	1	1055
17	39715740	39715939	200	+	ENSP00000463714	ENST00000584450	ENSE00003625564	12	TRUE	1	1055
17	39716301	39716433	133	+	ENSP00000463714	ENST00000584450	ENSE00003564965	13	TRUE	1	1055
17	39716515	39716605	91	+	ENSP00000463714	ENST00000584450	ENSE00003675634	14	TRUE	1	1055
17	39717320	39717480	161	+	ENSP00000463714	ENST00000584450	ENSE00003632167	15	TRUE	1	1055
17	39719787	39719834	48	+	ENSP00000463714	ENST00000584450	ENSE00003629888	16	TRUE	1	1055
17	39723319	39723457	139	+	ENSP00000463714	ENST00000584450	ENSE00003591380	17	TRUE	1	1055
17	39723538	39723660	123	+	ENSP00000463714	ENST00000584450	ENSE00003655754	18	TRUE	1	1055
17	39723912	39724010	99	+	ENSP00000463714	ENST00000584450	ENSE00003629275	19	TRUE	1	1055
17	39724726	39724911	186	+	ENSP00000463714	ENST00000584450	ENSE00003625600	20	TRUE	1	1055
17	39725049	39725204	156	+	ENSP00000463714	ENST00000584450	ENSE00003657083	21	TRUE	1	1055
17	39725327	39725402	76	+	ENSP00000463714	ENST00000584450	ENSE00003580476	22	TRUE	1	1055
17	39725707	39725853	147	+	ENSP00000463714	ENST00000584450	ENSE00003650103	23	TRUE	1	1055
17	39726562	39726659	98	+	ENSP00000463714	ENST00000584450	ENSE00003465438	24	TRUE	1	1055
17	39726815	39727003	189	+	ENSP00000463714	ENST00000584450	ENSE00003585058	25	TRUE	1	1055
17	39727689	39727694	6	+	ENSP00000463714	ENST00000584450	ENSE00002690849	26	TRUE	1	1055
