seqnames	start	end	width	strand	protein_id	tx_id	exon_id	exon_rank	cds_ok	protein_start	protein_end
17	39700239	39700311	73	+	ENSP00000404047	ENST00000445658	ENSE00002314167	1	TRUE	1	979
17	39711928	39712047	120	+	ENSP00000404047	ENST00000445658	ENSE00003572793	2	TRUE	1	979
17	39712322	39712448	127	+	ENSP00000404047	ENST00000445658	ENSE00003610105	3	TRUE	1	979
17	39715286	39715359	74	+	ENSP00000404047	ENST00000445658	ENSE00003530664	4	TRUE	1	979
17	39715446	39715536	91	+	ENSP00000404047	ENST00000445658	ENSE00003523294	5	TRUE	1	979
17	39715740	39715939	200	+	ENSP00000404047	ENST00000445658	ENSE00003625564	6	TRUE	1	979
17	39716301	39716433	133	+	ENSP00000404047	ENST00000445658	ENSE00003564965	7	TRUE	1	979
17	39716515	39716605	91	+	ENSP00000404047	ENST00000445658	ENSE00003675634	8	TRUE	1	979
17	39717320	39717480	161	+	ENSP00000404047	ENST00000445658	ENSE00003632167	9	TRUE	1	979
17	39719787	39719834	48	+	ENSP00000404047	ENST00000445658	ENSE00003629888	10	TRUE	1	979
17	39723319	39723457	139	+	ENSP00000404047	ENST00000445658	ENSE00003591380	11	TRUE	1	979
17	39723538	39723660	123	+	ENSP00000404047	ENST00000445658	ENSE00003655754	12	TRUE	1	979
17	39723912	39724010	99	+	ENSP00000404047	ENST00000445658	ENSE00003629275	13	TRUE	1	979
17	39724726	39724911	186	+	ENSP00000404047	ENST00000445658	ENSE00003625600	14	TRUE	1	979
17	39725049	39725204	156	+	ENSP00000404047	ENST00000445658	ENSE00003657083	15	TRUE	1	979
17	39725327	39725402	76	+	ENSP00000404047	ENST00000445658	ENSE00003580476	16	TRUE	1	979
17	39725707	39725853	147	+	ENSP00000404047	ENST00000445658	ENSE00003650103	17	TRUE	1	979
17	39726562	39726659	98	+	ENSP00000404047	ENST00000445658	ENSE00003465438	18	TRUE	1	979
17	39726815	39727003	189	+	ENSP00000404047	ENST00000445658	ENSE00003585058	19	TRUE	1	979
17	39727295	39727547	253	+	ENSP00000404047	ENST00000445658	ENSE00003528993	20	TRUE	1	979
17	39727689	39728041	353	+	ENSP00000404047	ENST00000445658	ENSE00002213655	21	TRUE	1	979
