seqnames	start	end	width	strand	protein_id	tx_id	exon_id	exon_rank	cds_ok	protein_start	protein_end
17	39707007	39707141	135	+	ENSP00000462808	ENST00000578199	ENSE00003693399	5	TRUE	1	603
17	39708321	39708534	214	+	ENSP00000462808	ENST00000578199	ENSE00003653182	6	TRUE	1	603
17	39709318	39709452	135	+	ENSP00000462808	ENST00000578199	ENSE00003648452	7	TRUE	1	603
17	39709813	39709881	69	+	ENSP00000462808	ENST00000578199	ENSE00003663782	8	TRUE	1	603
17	39710086	39710201	116	+	ENSP00000462808	ENST00000578199	ENSE00003605099	9	TRUE	1	603
17	39710340	39710481	142	+	ENSP00000462808	ENST00000578199	ENSE00003679402	10	TRUE	1	603
17	39711928	39712047	120	+	ENSP00000462808	ENST00000578199	ENSE00003572793	11	TRUE	1	603
17	39712322	39712448	127	+	ENSP00000462808	ENST00000578199	ENSE00003610105	12	TRUE	1	603
17	39715286	39715359	74	+	ENSP00000462808	ENST00000578199	ENSE00003530664	13	TRUE	1	603
17	39715446	39715536	91	+	ENSP00000462808	ENST00000578199	ENSE00003523294	14	TRUE	1	603
17	39715740	39715939	200	+	ENSP00000462808	ENST00000578199	ENSE00003625564	15	TRUE	1	603
17	39716301	39716433	133	+	ENSP00000462808	ENST00000578199	ENSE00003564965	16	TRUE	1	603
17	39716515	39716605	91	+	ENSP00000462808	ENST00000578199	ENSE00003675634	17	TRUE	1	603
17	39717320	39717481	162	+	ENSP00000462808	ENST00000578199	ENSE00002718366	18	TRUE	1	603
